一	1	1986	1986.0	1.9774967639151648
人	2	1884	993.0	1.8759334860101564
思	3	1455	662.0	1.4487702877626207
時	4	1409	496.5	1.4029672408642835
行	5	1361	397.20000000000005	1.3551727571442795
十	6	1169	331.0	1.1639948222642638
二	7	1082	283.7142857142857	1.0773673205217564
入	8	974	248.25	0.9698297321517475
何	9	963	220.66666666666666	0.9588768296325799
今	10	929	198.60000000000002	0.9250224036642437
日	11	888	180.54545454545456	0.8841979488200736
大	12	884	165.5	0.88021507517674
出	13	874	152.76923076923077	0.8702578910684059
食	14	814	141.85714285714286	0.8105147864184009
年	15	782	132.4	0.7786517972717315
見	16	776	124.125	0.7726774868067311
三	17	753	116.82352941176471	0.7497759633575625
分	18	747	110.33333333333333	0.743801652892562
生	19	714	104.52631578947368	0.7109429453350592
子	20	708	99.30000000000001	0.7049686348700588
中	21	681	94.57142857142857	0.6780842377775566
感	22	680	90.27272727272728	0.6770885193667231
全	23	678	86.34782608695652	0.6750970825450563
来	24	673	82.75	0.6701184904908892
言	25	651	79.44	0.6482126854525541
前	26	643	76.38461538461539	0.6402469381658867
結	27	604	73.55555555555556	0.6014139201433835
違	28	599	70.92857142857143	0.5964353280892164
間	29	569	68.48275862068965	0.5665637757642139
本	30	549	66.2	0.5466494075475455
会	31	544	64.06451612903226	0.5416708154933785
五	32	532	62.0625	0.5297221945633774
自	33	498	60.18181818181819	0.49586776859504134
部	34	492	58.411764705882355	0.4898934581300408
上	35	487	56.74285714285714	0.48491486607587375
気	36	479	55.166666666666664	0.4769491187892064
話	37	464	53.67567567567568	0.4620133426267052
構	38	435	52.26315789473684	0.4331375087125361
目	39	426	50.92307692307692	0.42417604301503536
四	40	420	49.650000000000006	0.41820173255003484
俺	41	414	48.4390243902439	0.4122274220850344
月	42	410	47.285714285714285	0.40824454844170066
通	43	397	46.18604651162791	0.3953002091008663
百	44	395	45.13636363636364	0.39330877227919947
回	45	391	44.13333333333333	0.38932589863586575
取	46	389	43.17391304347826	0.38733446181419895
然	47	387	42.25531914893617	0.3853430249925321
合	48	379	41.375	0.37737727770586477
変	49	376	40.53061224489796	0.3743901224733645
作	50	376	39.72	0.3743901224733645
付	51	369	38.94117647058823	0.36742009359753064
最	52	368	38.19230769230769	0.3664243751866972
知	53	360	37.471698113207545	0.35845862790002986
持	54	359	36.77777777777778	0.35746290948919646
手	55	349	36.10909090909091	0.3475057253808623
飲	56	340	35.464285714285715	0.33854425968336155
学	57	340	34.84210526315789	0.33854425968336155
買	58	335	34.241379310344826	0.3335656676291945
先	59	330	33.66101694915254	0.32858707557502737
番	60	324	33.1	0.3226127651100269
体	61	321	32.55737704918033	0.31962560987752664
書	62	317	32.03225806451613	0.315642736234193
高	63	311	31.523809523809522	0.30966842576919246
方	64	303	31.03125	0.30170267848252513
田	65	298	30.553846153846155	0.29672408642835807
確	66	292	30.090909090909093	0.29074977596335755
使	67	289	29.64179104477612	0.2877626207308573
六	68	278	29.205882352941178	0.27680971821168976
外	69	270	28.782608695652176	0.2688439709250224
野	70	268	28.37142857142857	0.2668525341033556
事	71	264	27.971830985915492	0.2628696604600219
下	72	264	27.583333333333332	0.2628696604600219
的	73	262	27.205479452054792	0.26087822363835506
理	74	262	26.83783783783784	0.26087822363835506
円	75	262	26.48	0.26087822363835506
好	76	259	26.13157894736842	0.25789106840585485
長	77	258	25.792207792207794	0.2568953499950214
場	78	257	25.46153846153846	0.255899631584188
家	79	247	25.139240506329113	0.24594244747585384
小	80	245	24.825000000000003	0.243951010654187
当	81	244	24.518518518518515	0.24295529224335358
面	82	242	24.21951219512195	0.24096385542168675
九	83	238	23.927710843373497	0.23698098177835308
多	84	236	23.642857142857142	0.23498954495668625
対	85	236	23.36470588235294	0.23498954495668625
千	86	234	23.093023255813954	0.23299810813501942
味	87	233	22.82758620689655	0.232002389724186
聞	88	233	22.56818181818182	0.232002389724186
度	89	232	22.314606741573034	0.2310066713133526
意	90	230	22.066666666666666	0.22901523449168576
白	91	229	21.824175824175825	0.22801951608085233
近	92	228	21.58695652173913	0.22702379767001893
金	93	226	21.35483870967742	0.2250323608483521
別	94	219	21.127659574468083	0.21806233197251818
帰	95	217	20.905263157894737	0.21607089515085134
代	96	216	20.6875	0.21507517674001791
初	97	213	20.47422680412371	0.21208802150751768
待	98	212	20.26530612244898	0.21109230309668425
八	99	212	20.060606060606062	0.21109230309668425
後	100	209	19.86	0.20810514786418402
緒	101	207	19.663366336633665	0.2061137110425172
屋	102	206	19.470588235294116	0.20511799263168376
普	103	205	19.28155339805825	0.20412227422085033
母	104	203	19.096153846153847	0.2021308373991835
地	105	201	18.914285714285715	0.20013940057751667
動	106	200	18.735849056603772	0.19914368216668327
色	107	197	18.5607476635514	0.196156526934183
物	108	195	18.38888888888889	0.19416509011251618
定	109	194	18.220183486238533	0.19316937170168277
真	110	193	18.054545454545455	0.19217365329084934
校	111	193	17.89189189189189	0.19217365329084934
々	112	193	17.732142857142858	0.19217365329084934
七	113	193	17.575221238938052	0.19217365329084934
水	114	193	17.421052631578945	0.19217365329084934
向	115	192	17.269565217391303	0.19117793488001594
新	116	192	17.120689655172413	0.19117793488001594
社	117	191	16.974358974358974	0.1901822164691825
東	118	188	16.83050847457627	0.18719506123668225
半	119	188	16.6890756302521	0.18719506123668225
立	120	185	16.55	0.18420790600418202
誰	121	184	16.41322314049587	0.1832121875933486
山	122	183	16.278688524590166	0.1822164691825152
駄	123	181	16.146341463414636	0.18022503236084836
早	124	180	16.016129032258064	0.17922931395001493
考	125	177	15.888	0.1762421587175147
